listing_id,business_type,business_name,address,phone_number,other_information,see_advertisement,graphic,directory,image_url,listing_image_url,page,full_text
17117,Dentists,Fitz Gerald Leslie M Dr,718 Roshek bld,,If no answer call | 36-F3 | 2840,,,Dubuque_1943,https://www.loc.gov/resource/usteledirec.usteledirec05650/?sp=59,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:56:50:usteledirec05650:usteledirec05650_0058/584,3013,1186,92/pct:100/0/default.jpg",usteledirec.usteledirec05650_0058_a,
17118,Dentists,Knoll O A Dr,605 Dubuque bld,993,,,,Dubuque_1943,https://www.loc.gov/resource/usteledirec.usteledirec05650/?sp=59,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:56:50:usteledirec05650:usteledirec05650_0058/580,3308,1187,52/pct:100/0/default.jpg",usteledirec.usteledirec05650_0058_a,
17122,Dentists,Altfillisch H J Dr,722 Roshek bld,2759,,,,Dubuque_1943,https://www.loc.gov/resource/usteledirec.usteledirec05650/?sp=59,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:56:50:usteledirec05650:usteledirec05650_0058/578,2754,1198,52/pct:100/0/default.jpg",usteledirec.usteledirec05650_0058_a,
17123,Dentists,Nesler C O Dr,972 Locust,5801,,,,Dubuque_1943,https://www.loc.gov/resource/usteledirec.usteledirec05650/?sp=59,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:56:50:usteledirec05650:usteledirec05650_0058/582,3936,1175,58/pct:100/0/default.jpg",usteledirec.usteledirec05650_0058_a,
17125,Dentists,Leach Don Dr,212 Stampfer bld,291,,,,Dubuque_1943,https://www.loc.gov/resource/usteledirec.usteledirec05650/?sp=59,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:56:50:usteledirec05650:usteledirec05650_0058/579,3391,1190,54/pct:100/0/default.jpg",usteledirec.usteledirec05650_0058_a,
17127,Dentists,Schrup Karl L Dr,312 Stampfer bld,1430,,,,Dubuque_1943,https://www.loc.gov/resource/usteledirec.usteledirec05650/?sp=59,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:56:50:usteledirec05650:usteledirec05650_0058/576,4189,1177,57/pct:100/0/default.jpg",usteledirec.usteledirec05650_0058_a,
17144,Dentists,Conzett J V Dr,116 W 13,521,,,,Dubuque_1943,https://www.loc.gov/resource/usteledirec.usteledirec05650/?sp=59,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:56:50:usteledirec05650:usteledirec05650_0058/586,2973,1187,45/pct:100/0/default.jpg",usteledirec.usteledirec05650_0058_a,
17155,Dentists,Powers C W Dr,8th & Locust,568-J,,,,Dubuque_1943,https://www.loc.gov/resource/usteledirec.usteledirec05650/?sp=59,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:56:50:usteledirec05650:usteledirec05650_0058/566,4064,1192,55/pct:100/0/default.jpg",usteledirec.usteledirec05650_0058_a,
17133,Department Stores,Genz Store No 1,1333 Central,1976,,,,Dubuque_1943,https://www.loc.gov/resource/usteledirec.usteledirec05650/?sp=59,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:56:50:usteledirec05650:usteledirec05650_0058/565,4615,1188,65/pct:100/0/default.jpg",usteledirec.usteledirec05650_0058_a,
16845,Druggists-Retail,Beck J C,1501 Central,462,,,,Dubuque_1943,https://www.loc.gov/resource/usteledirec.usteledirec05650/?sp=59,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:56:50:usteledirec05650:usteledirec05650_0058/1925,2160,1197,48/pct:100/0/default.jpg",usteledirec.usteledirec05650_0058_a,
17099,Druggists-Retail,Finch's Pharmacy,1347 Central,1620,,,,Dubuque_1943,https://www.loc.gov/resource/usteledirec.usteledirec05650/?sp=59,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:56:50:usteledirec05650:usteledirec05650_0058/1902,2284,1221,55/pct:100/0/default.jpg",usteledirec.usteledirec05650_0058_a,
17108,Druggists-Retail,HARTIG REXALL DRUG STORES,2376 Central | 97 Locust | 736 Main,756 | 2298 | 348,Store No 4 | Store No 2 | Store No 1,,,Dubuque_1943,https://www.loc.gov/resource/usteledirec.usteledirec05650/?sp=59,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:56:50:usteledirec05650:usteledirec05650_0058/1852,2408,1266,190/pct:100/0/default.jpg",usteledirec.usteledirec05650_0058_a,
17145,Druggists-Retail,Falkenhainer Drug Co,1097 University,562,Prescription Service | Featuring Rexall Products,,,Dubuque_1943,https://www.loc.gov/resource/usteledirec.usteledirec05650/?sp=59,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:56:50:usteledirec05650:usteledirec05650_0058/1912,2195,1202,101/pct:100/0/default.jpg",usteledirec.usteledirec05650_0058_a,
17140,Air Line Ticket Agencies,WORLD-WIDE TRAVEL SYSTEM,130 E Pikes Peak av,MElrse 4-8833,Authorized Agents for the AIR LINES Call for Any Information,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=68,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0067/3483,1171,815,175/pct:100/0/default.jpg",gdcustel.usteledirec03932_0067_b,
17153,Air Line Ticket Agencies,CONTINENTAL AIR LINES AGENT,,MElrse 4-8833,WORLD-WIDE TRAVEL SYSTEM | Official Continental Air Lines Agents | Call for Any Information,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=68,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0067/3476,735,821,169/pct:100/0/default.jpg",gdcustel.usteledirec03932_0067_b,
17114,Awnings--(Cont'd),Midwest Construction Co,105 1/2 E Pikes Peak av,MElrse 5-1528,,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=76,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0075/2356,885,811,74/pct:100/0/default.jpg",gdcustel.usteledirec03932_0075_a,
17142,Carpets & Rugs--(Cont'd),H MEDILL SARKISIAN'S SEVEN SEAS SHOP,1109 S Nevada av,MElrse 2-0551,"Floor Coverings from the Looms of the World Persia, India, Spain, China, Porto Rico Custom Made Broadlooms",,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=85,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0084/2321,937,812,184/pct:100/0/default.jpg",gdcustel.usteledirec03932_0084_a,
17164,Carpets & Rugs--(Cont'd),FRENCH & CO INC,15 E Vermijo av,MElrse 2-9575,Always a Complete Line of Quality CARPETS AND RUGS Free Estimate Without Obligation,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=85,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0084/2322,753,815,187/pct:100/0/default.jpg",gdcustel.usteledirec03932_0084_a,
17147,Carpets & Rugs--Cleaners,Carpet Service Co,105 S 8th ,MElrse 2-2377,,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=85,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0084/2322,1596,805,42/pct:100/0/default.jpg",gdcustel.usteledirec03932_0084_a,
16706,Photographic Equipment & Supplies--Wholesale,SUNSHINE PHOTO CO,1023 1/2 S Tejon,MElrse 2-2156,,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/557,2323,808,79/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
17148,Photographic Reproductions,Hull Studio,414 W Colorado av,MElrse 2-9392,,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/1448,717,808,37/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
17110,Physical Culture,Slendro Studio,624 N Tejon,MElrse 3-5378,,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/1449,1033,807,47/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
17139,Physicians & Surgeons M.D.,Berthrong Morgan,2200 N Tejon,MElrse 4-3731,Practice Limited to Pathology,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/1455,2538,803,101/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
17141,Physicians & Surgeons M.D.,Bolton Vernon L,800 E Pikes Peak av,MElrse 3-1713,Practice Limited to Radiology,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/1458,2968,796,105/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
17152,Physicians & Surgeons M.D.,Billingsley Lindsey F,834 N Institute,MElrse 3-2703,Day or Night Call | General Practice,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/1454,2635,805,139/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
17156,Physicians & Surgeons M.D.,Baker Fred R,100 E St Vrain,MELrse 3-8757 | MElrse 3-8757,General Practice | Day & Night Call,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/1457,1833,801,141/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
17162,Physicians & Surgeons M.D.,Beazell James M,1027 S Tejon,MElrse 2-7681,Practice Limited to Internal Medicine | Night or Day Call,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/1457,2269,794,138/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
17167,Physicians & Surgeons M.D.,Beadles Robert O,209 S Nevada av,MElrse 5-2551,Practice Limited to Urology | Colorado Springs Medical Center | Day & Night Call,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/1462,2104,785,172/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
16708,Physicians & Surgeons--M.D.-- (Cont'd),Christensen M H,209 S Nevada av,MElrse 5-2551,Practice Limited to Orthopedic Surgery | Day & Night Call | Colorado Springs Medical Center,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/2339,2024,817,171/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
16712,Physicians & Surgeons--M.D.-- (Cont'd),Dawson Dwight C,218 E Willamette av,MElrse 3-2676,Day & night call,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/2351,2967,807,107/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
16716,Physicians & Surgeons--M.D.-- (Cont'd),Corlett Thomas G,1st N Bk B,MElrse 2-1512 | MElrse 3-1414,If no answer call,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/2346,2320,812,77/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
16719,Physicians & Surgeons--M.D.-- (Cont'd),duBois Paul G,218 E Willamette av,MElrse 2-8807,Practice Limited to Pediatrics | Day & night call,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/2355,3617,799,139/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
16836,Physicians & Surgeons--M.D.-- (Cont'd),Dumars Kenneth W Jr & Maurice E Snyder,113 E St Vrain,MElrse 3-8715,Infants Children Adolescents | Day or night call,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/2358,3749,799,141/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
16848,Physicians & Surgeons--M.D.-- (Cont'd),Bradley John W,2212 Wood av,MElrse 4-5082 | MElrse 4-8184,Burns B | Res | Ear Nose Throat & Bronchoscopy,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/2350,787,804,145/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
17105,Physicians & Surgeons--M.D.-- (Cont'd),Croke Autrey R,100 E St Vrain,MElrse 3-8703 | MElrose 3-8703,Day & night call | Internal Medicine,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/2347,2393,808,138/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
17107,Physicians & Surgeons--M.D.-- (Cont'd),Castellano Stephen A,218 E Willamette av,MElrse 2-5773,Practice Limited to Obstetrics & Gynecology | Day & night call,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/2336,1625,818,172/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
17109,Physicians & Surgeons--M.D.-- (Cont'd),Campbell W A,106 E St Vrain,MElrse 2-1512 | MElrse 3-7040,If no answer call,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/2340,1419,818,79/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
17166,Physicians & Surgeons--M.D.-- (Cont'd),Davis Robert W,401 Southgate rd,MElrse 4-8828,Nervous & Mental Diseases,,,Colorado_Springs_1954,https://www.loc.gov/resource/usteledirec.usteledirec03932/?sp=140,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:39:32:usteledirec03932:usteledirec03932_0139/2352,2863,806,111/pct:100/0/default.jpg",gdcustel.usteledirec03932_0139_a,
17094,Baby Carriages,Kral B F,4338-40-42 W North av,BEL mont-5575,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/2748,1547,1612,99/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
17104,Baby Carriages,Sekera Fur Co,5929-35 W Cermak rd Cicero,Cicero-2560,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/2754,1605,1603,99/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
17143,Baby Carriages,Sekera Furn House,2723 W Cermak Chi,ROC kwl-0798,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/2747,1663,1621,99/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
16711,Badges & Flags,M Krajci,2920 W 25 st,ROCkwl-2121,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/2755,1866,1608,85/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
16826,Bakeries--Retail,Hruska Anton,1545 59 av,Cicero-4918,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/2748,2432,1648,84/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
17112,Bakeries--Retail,Mid-West Bake Shop,3224 W 26 st,ROC kwl-7742,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/2775,2543,1610,93/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
17151,Bakeries--Retail,Jarasek Charles,5242 S Damen av,REP ublc-4352,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/2766,2472,1629,107/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
17160,Bakeries--Retail,Trojan Anton,1950 W 51 st,PRO spct-5127,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/2778,2659,1613,93/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
17113,Bakers' Supplies,Eckhart B A Milling Co,1300 Carrol av,MONro-2466,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/2778,3034,1618,81/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
17119,Bakers' Supplies,Korinek F & Co Inc,4828-30 W 25 st,Cicero-1920,,(See our display adv at this section),,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/2786,3278,1614,114/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
17154,Bakers' Supplies,Wolf F J & Sons Paper Dealers,1633-5 Blue Island av,CAN al-0922,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/2787,3693,1597,122/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
17159,Bakers' Supplies,Domko Jos & Co,1214-15 W Chestnut,MON ro-3365-3366,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/2780,3099,1615,77/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
17134,Automobile Towing,Koukol's Auto Service,4217-19 W 26 st,CRA wfrd-5010,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/891,3895,1596,85/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
17136,Automobile Towing,Sub Gar & Serv Sta,3430-42 W Cermak,CRA wfrd-0123,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/894,4287,1600,76/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
17138,Automobile Towing,Municipal Serv Gar,1623-25 S Pulaski rd,,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/890,4008,1598,83/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
17149,Automobile Towing,Huml Bros,2721 S Ridglnd av,Berwyn-321,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/884,3785,1599,85/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
16833,Awnings,Suburban Leader Stores,5625 Cermak rd,Cicero-1600 | Rockwl-5600,Chi phone,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=57,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0056/895,4937,1621,122/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0056_a,
16840,Signs,Frait Jos signs,2240 S 52 av,Cicero-4880,,,,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=68,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0067/2707,2929,1630,74/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0067_a,
17120,Signs,Brouk P F Signs,5918 Cermak Rd,Cicero-3083,,(See our display adv at this section),,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=68,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0067/2704,2823,1632,115/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0067_a,
17131,Signs,Ace Sign Service,2240 S 52 av,Cicero-4880,,(See our display adv at this section),,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=68,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0067/2713,2725,1629,109/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0067_a,
17121,Shoes--Custom=Made,Safranek shoe repair,2517 S Pulaski,CRA wfrd-6064,,(See our display adv at this section),,Chicago_Czech_Slovak_1939,https://www.loc.gov/resource/usteledirec.usteledirec04986x/?sp=68,"https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0067/2718,967,1601,141/pct:100/0/default.jpg",gdcustel.usteledirec04986x_0067_a,
